,Restaurant_id,Food Rating,Service Rating,Value Rating,Atmosphere Rating,Meals
2860,id_828,4.0,4.0,4.0,4.0,
2861,id_5502,3.5,3.0,3.5,,Dinner
2862,id_8118,,,,,
2863,id_2320,4.5,4.5,4.5,4.0,
2864,id_5146,3.5,3.5,3.5,3.0,"Lunch, Dinner"
2865,id_3089,,,,,
2866,id_10906,,,,,
2867,id_8507,,,,,
2868,id_72,4.5,4.5,4.0,4.5,
2869,id_452,3.0,3.0,2.5,3.0,"Breakfast, Lunch, Dinner, Late Night"
2870,id_178,4.5,4.0,3.5,,
2871,id_2314,4.0,4.0,4.0,,Dinner
2872,id_558,4.5,4.0,4.0,3.5,"Lunch, Dinner, Late Night"
2873,id_348,5.0,5.0,5.0,,
2874,id_816,,,,,"Breakfast, Lunch"
2875,id_1619,4.5,4.5,4.0,4.0,
2876,id_622,4.5,4.5,4.5,,
2877,id_6073,5.0,4.5,5.0,,"Lunch, Dinner, Drinks"
2878,id_892,4.5,4.5,4.0,,
2879,id_2381,,,,,
2880,id_464,,,,,
2881,id_5236,4.0,4.0,4.0,3.5,"Lunch, Dinner"
2882,id_2516,,,,,
2883,id_2892,4.0,4.0,4.0,,
2884,id_6701,,,,,"Lunch, Breakfast"
2885,id_33,4.5,4.5,4.0,4.0,
2886,id_6529,,,,,
2887,id_585,,,,,
2888,id_632,5.0,5.0,5.0,,"Lunch, Dinner"
2889,id_3421,,,,,
2890,id_8698,,,,,
2891,id_4277,,,,,"Brunch, Drinks, Breakfast, Lunch, Dinner"
2892,id_16142,2.5,2.0,2.5,,
2893,id_376,,,,,
2894,id_1961,3.5,4.0,3.5,,
2895,id_2005,,,,,
2896,id_5631,4.5,4.5,4.5,4.0,"Breakfast, Lunch, Dinner, Brunch"
2897,id_1153,,,,,
2898,id_5215,,,,,
2899,id_1088,4.0,3.5,3.5,4.0,
2900,id_608,4.0,4.5,4.0,4.0,Dinner
2901,id_8980,,,,,
2902,id_5635,,,,,
2903,id_8740,,,,,
2904,id_8069,,,,,
2905,id_79,,,,,
2906,id_3659,4.0,3.5,4.0,,
2907,id_247,4.0,3.5,3.5,3.5,"Lunch, Dinner, Late Night, Drinks"
2908,id_13441,3.0,3.0,3.5,3.0,Lunch
2909,id_3255,,,,,
2910,id_3886,,,,,Lunch
2911,id_1203,,,,,
2912,id_1475,,,,,"Lunch, Dinner"
2913,id_1445,,,,,
2914,id_3053,4.0,4.5,4.0,4.5,"Lunch, Drinks"
2915,id_3249,,,,,
2916,id_1716,4.5,4.5,4.0,4.5,"Breakfast, Lunch, Brunch"
2917,id_5416,3.5,3.0,3.5,2.5,"Lunch, Late Night"
2918,id_2036,,,,,
2919,id_2996,4.0,3.5,3.5,3.5,
2920,id_1724,4.0,3.0,3.5,4.5,"Breakfast, Lunch, Dinner"
2921,id_4400,,,,,
2922,id_926,,,,,
2923,id_1622,,,,,
2924,id_642,4.5,4.5,4.0,4.0,"Lunch, Dinner, Late Night"
2925,id_476,,,,,
2926,id_2238,,,,,
2927,id_633,,,,,
2928,id_2279,3.0,3.0,3.0,,"Lunch, Dinner, Drinks"
2929,id_2209,4.5,4.0,4.5,3.0,"Lunch, Dinner"
2930,id_45,4.5,4.5,4.5,5.0,
2931,id_1382,,,,,"Breakfast, Lunch, Dinner"
2932,id_447,,,,,
2933,id_1641,4.0,4.0,4.0,4.0,"Lunch, Dinner"
2934,id_1531,4.5,3.5,4.5,3.0,
2935,id_1796,,,,,
2936,id_3329,5.0,5.0,4.5,,"Dinner, Brunch, Drinks"
2937,id_1512,,,,,Lunch
2938,id_13876,,,,,"Lunch, Dinner"
2939,id_3665,,,,,
2940,id_652,3.5,4.0,4.0,4.5,
2941,id_8241,,,,,
2942,id_1461,,,,,
2943,id_2250,4.0,4.0,4.0,4.0,"Lunch, Dinner, Late Night"
2944,id_3944,3.5,3.5,3.5,3.5,
2945,id_561,,,,,
2946,id_1279,4.5,4.5,4.5,,"Lunch, Dinner"
2947,id_1925,3.0,2.5,2.5,2.5,
2948,id_2917,,,,,
2949,id_5294,3.5,3.5,3.5,,Dinner
2950,id_21,,,,,
2951,id_2020,,,,,
2952,id_10334,,,,,
2953,id_298,4.0,4.0,3.0,4.0,
2954,id_3396,,,,,
2955,id_436,4.5,3.5,4.5,3.5,"Lunch, Dinner, Late Night"
2956,id_5931,4.0,4.0,4.0,,"Lunch, Dinner"
2957,id_1948,4.0,4.0,4.0,,"Lunch, Dinner"
2958,id_3918,4.0,3.5,4.0,,
2959,id_2010,4.5,4.5,4.5,5.0,
2960,id_7112,4.5,4.5,4.5,,"Lunch, Dinner"
2961,id_4227,,,,,
2962,id_6045,,,,,
2963,id_1450,,,,,
2964,id_5033,,,,,
2965,id_7712,3.0,3.0,3.5,4.0,
2966,id_4398,4.0,4.0,3.5,4.5,"Brunch, Breakfast, Lunch, Dinner, Late Night, Drinks"
2967,id_1214,4.5,3.5,4.5,,"Lunch, Dinner"
2968,id_2051,,,,,
2969,id_1634,4.5,4.0,4.0,4.0,
2970,id_1400,,,,,
2971,id_3600,,,,,
2972,id_2680,,,,,
2973,id_6034,,,,,
2974,id_2769,4.5,5.0,4.5,,"Lunch, Dinner, Breakfast, Late Night, Drinks"
2975,id_10520,,,,,
2976,id_1175,,,,,"Brunch, Breakfast, Lunch, Dinner"
2977,id_4471,4.5,4.0,3.5,4.0,"Breakfast, Lunch, Dinner, Late Night, Drinks"
2978,id_319,,,,,
2979,id_2756,4.0,3.0,3.5,,"Lunch, Dinner"
2980,id_7109,2.5,3.0,2.5,,Dinner
2981,id_1505,4.0,4.5,4.0,,
2982,id_5373,3.5,4.0,4.0,3.5,"Breakfast, Lunch, Dinner, Drinks"
2983,id_5415,,,,,"Breakfast, Lunch, Dinner"
2984,id_637,,,,,
2985,id_2072,4.5,5.0,5.0,,
2986,id_4975,,,,,
2987,id_768,4.0,3.5,3.5,3.0,"Dinner, Late Night, Drinks"
2988,id_6546,3.0,3.0,3.0,3.5,"Lunch, Dinner, Late Night"
2989,id_15241,5.0,,5.0,,"Lunch, Dinner"
2990,id_570,4.0,4.0,4.0,4.0,"Lunch, Dinner"
2991,id_5685,,,,,
2992,id_2166,,,,,"Breakfast, Lunch"
2993,id_4838,3.0,3.0,3.5,3.0,Lunch
2994,id_5814,,,,,
2995,id_559,4.0,4.5,4.5,4.5,
2996,id_2722,,,,,"Lunch, Dinner"
2997,id_293,3.5,4.0,4.0,,"Lunch, Dinner, Breakfast"
2998,id_1664,,,,,
2999,id_1029,,,,,
3000,id_232,4.5,4.5,4.5,4.0,
3001,id_3205,3.5,3.5,3.0,3.5,"Lunch, Dinner, Drinks"
3002,id_1221,,,,,"Lunch, Dinner"
3003,id_2815,4.0,4.5,4.0,,"Breakfast, Drinks, Lunch, Dinner"
3004,id_533,,,,,
3005,id_3206,,,,,
3006,id_1969,4.0,4.0,4.0,,Breakfast
3007,id_11388,,,,,
3008,id_3100,,,,,
3009,id_1471,3.5,4.0,4.0,,
3010,id_759,4.0,4.0,3.5,4.0,"Lunch, Dinner"
3011,id_1017,4.0,4.0,4.0,3.5,"Lunch, Dinner"
3012,id_3455,4.0,3.5,3.5,,"Lunch, Dinner"
3013,id_9281,,,,,
3014,id_835,4.0,4.0,4.0,4.5,
3015,id_1869,,,,,Lunch
3016,id_4575,4.0,3.5,3.0,,
3017,id_1191,4.0,4.0,3.5,4.0,"Dinner, Lunch, Late Night, Drinks"
3018,id_1984,4.0,4.0,4.0,4.0,
3019,id_11960,,,,,Dinner
3020,id_2237,4.0,4.0,4.0,,"Lunch, Dinner"
3021,id_3261,,,,,
3022,id_13083,3.5,4.0,3.0,,
3023,id_1643,,,,,
3024,id_15166,3.5,3.0,3.0,3.0,
3025,id_1335,2.5,2.5,2.5,3.0,"Breakfast, Lunch, Dinner"
3026,id_6123,3.5,3.0,3.0,,Dinner
3027,id_6404,,,,,
3028,id_1766,4.5,4.5,4.0,4.0,
3029,id_1538,5.0,4.5,5.0,5.0,"Lunch, Dinner"
3030,id_2044,,,,,
3031,id_1747,4.5,4.5,4.5,4.5,"Lunch, Dinner"
3032,id_1734,4.5,4.0,4.5,4.0,
3033,id_7749,,,,,
3034,id_15622,,,,,
3035,id_55,4.5,4.0,4.5,4.0,
3036,id_2795,,,,,
3037,id_1332,,,,,
3038,id_3002,,,,,
3039,id_460,,3.5,3.5,4.0,"Dinner, Drinks"
3040,id_1188,,,,,
3041,id_1477,,,,,
3042,id_7546,,,,,
3043,id_1840,3.5,3.5,3.5,4.0,"Lunch, Dinner, Late Night"
3044,id_3880,,,,,"Lunch, Dinner"
3045,id_4084,,,,,"Lunch, Dinner"
3046,id_2683,,,,,
3047,id_11249,,,,,Drinks
3048,id_1953,3.5,4.0,4.0,,
3049,id_983,5.0,4.5,4.5,5.0,"Dinner, Drinks"
3050,id_1011,,,,,
3051,id_508,4.0,4.0,3.5,,
3052,id_2731,4.0,3.5,4.5,3.5,"Lunch, Dinner"
3053,id_1286,3.5,3.5,3.0,,"Lunch, Dinner"
3054,id_6718,,,,,
3055,id_838,3.5,3.5,3.5,3.5,"Dinner, Lunch"
3056,id_358,4.5,4.5,5.0,,
3057,id_588,4.0,4.5,4.0,4.0,Dinner
3058,id_4528,,,,,
3059,id_781,4.0,4.0,3.5,3.5,"Lunch, Dinner, Late Night"
3060,id_3884,,,,,
3061,id_10255,,,,,
3062,id_2662,5.0,5.0,5.0,,"Lunch, Dinner"
3063,id_2646,5.0,5.0,5.0,,
3064,id_5073,,,,,
3065,id_938,4.5,4.5,4.5,4.5,
3066,id_2036,3.5,3.0,3.5,,"Lunch, Dinner"
3067,id_4657,4.5,4.0,4.0,,"Lunch, Dinner"
3068,id_2315,4.5,4.0,3.5,4.0,"Lunch, Dinner, Late Night"
3069,id_466,4.5,4.0,4.0,,"Lunch, Dinner"
3070,id_7556,4.0,4.0,3.5,3.5,"Lunch, Breakfast, Dinner"
3071,id_6128,3.5,4.0,4.0,3.5,"Lunch, Dinner"
3072,id_5194,,,,,"Lunch, Dinner"
3073,id_1999,4.0,4.0,4.0,4.0,"Lunch, Dinner"
3074,id_12076,,,,,
3075,id_676,4.5,4.5,4.5,,"Lunch, Dinner, Brunch, Drinks"
3076,id_29,4.5,4.5,4.5,4.5,
3077,id_8074,,,,,
3078,id_1207,,,,,
3079,id_2132,3.0,3.5,3.0,,Drinks
3080,id_2755,4.0,4.0,3.5,4.0,"Breakfast, Lunch, Dinner, Drinks"
3081,id_1851,4.0,4.0,4.0,3.5,
3082,id_1665,,,,,
3083,id_13864,,,,,"Breakfast, Lunch, Dinner"
3084,id_2423,,,,,
3085,id_2758,3.5,3.0,2.5,3.0,
3086,id_1223,4.5,4.5,4.0,,"Lunch, Dinner, Brunch"
3087,id_928,4.5,4.5,4.5,,"Lunch, Dinner, Drinks"
3088,id_3579,4.5,4.5,4.5,4.5,"Brunch, Drinks, Lunch, Dinner"
3089,id_3334,3.0,2.5,3.0,3.0,
3090,id_3054,4.0,4.0,3.5,,"Lunch, Dinner"
3091,id_3198,4.0,3.5,4.0,,"Dinner, Late Night, Drinks, Lunch"
3092,id_901,3.5,3.5,3.0,3.5,
3093,id_180,4.5,4.5,4.0,4.0,
3094,id_2176,,,,,
3095,id_5607,,,,,
3096,id_2982,,,,,
3097,id_5063,4.0,4.0,3.5,4.0,"Lunch, Dinner"
3098,id_1045,4.0,4.0,3.5,4.0,
3099,id_1209,,,,,
3100,id_314,4.0,4.5,4.5,,
3101,id_645,,,,,
3102,id_379,,,,,
3103,id_2529,,,,,"Breakfast, Lunch, Dinner"
3104,id_675,4.0,4.5,4.0,,Dinner
3105,id_54,4.0,4.0,3.5,4.5,
3106,id_2069,,,,,
3107,id_483,4.5,5.0,4.5,,
3108,id_1504,4.0,4.0,4.0,,"Lunch, Dinner"
3109,id_7666,3.5,3.5,3.5,,"Lunch, Dinner, Breakfast"
3110,id_421,3.5,3.5,3.0,3.5,"Dinner, Lunch, Late Night"
3111,id_1809,,,,,"Brunch, Drinks, Lunch, Dinner"
3112,id_13468,3.5,3.5,3.0,,"Breakfast, Lunch, Dinner, Drinks"
3113,id_229,4.0,4.0,3.5,3.5,
3114,id_1549,4.0,4.0,4.5,,
3115,id_360,4.5,4.5,4.5,,
3116,id_737,5.0,4.5,5.0,,
3117,id_1016,3.5,3.0,3.5,3.5,"Lunch, Dinner, Brunch, Late Night"
3118,id_913,4.0,4.0,3.5,4.5,
3119,id_720,4.5,4.0,4.5,3.5,"Lunch, Dinner"
3120,id_3243,3.5,3.0,3.0,,Breakfast
3121,id_1108,,,,,"Breakfast, Lunch, Dinner, Late Night"
3122,id_501,4.0,4.0,4.0,,"Lunch, Dinner"
3123,id_781,4.5,4.5,4.5,,"Breakfast, Lunch"
3124,id_5064,4.0,4.0,4.0,,"Lunch, Dinner"
3125,id_6837,4.5,4.5,4.0,,"Lunch, Dinner"
3126,id_2223,,,,,"Lunch, Dinner"
3127,id_1167,3.5,4.5,4.0,,"Lunch, Dinner, Late Night, Drinks"
3128,id_1037,4.0,4.0,4.0,4.0,"Lunch, Dinner, Drinks, Late Night"
3129,id_1151,4.0,4.0,3.5,,"Lunch, Dinner, Drinks, Breakfast"
3130,id_1443,3.5,3.5,3.0,3.5,"Lunch, Dinner"
3131,id_2127,,,,,
3132,id_388,4.5,4.5,4.5,4.5,
3133,id_766,3.5,4.0,4.0,5.0,"Dinner, Drinks"
3134,id_2041,,,,,
3135,id_1796,5.0,4.0,4.5,,"Lunch, Dinner"
3136,id_68,4.5,4.0,4.0,4.5,"Lunch, Dinner, Late Night"
3137,id_5857,5.0,4.5,4.5,,
3138,id_982,4.0,3.5,4.0,4.0,
3139,id_6189,,,,,
3140,id_860,,,,,
3141,id_684,,,,,
3142,id_3613,,,,,
3143,id_15746,4.0,3.5,4.0,,Dinner
3144,id_3336,4.5,5.0,4.5,,"Lunch, Brunch, Drinks, Breakfast, Dinner"
3145,id_1421,5.0,4.5,4.5,,"Lunch, Dinner"
3146,id_3615,4.0,4.0,4.0,3.0,
3147,id_2521,,,,,
3148,id_2675,4.0,4.5,3.5,,"Lunch, Breakfast, Dinner"
3149,id_4435,3.5,3.5,3.5,3.5,"Lunch, Dinner"
3150,id_4060,,,,,
3151,id_3036,4.0,3.5,3.5,3.5,
3152,id_305,,,,,
3153,id_2184,4.5,4.5,4.5,4.0,
3154,id_4925,4.0,4.0,4.0,3.0,"Breakfast, Lunch, Dinner"
3155,id_14693,,,,,
3156,id_953,4.0,3.5,4.0,,"Lunch, Dinner"
3157,id_1255,4.5,4.5,4.5,,
3158,id_5631,,,,,
3159,id_549,4.0,4.0,4.0,,"Lunch, Dinner"
3160,id_8610,3.0,3.5,3.5,,Dinner
3161,id_1538,2.5,3.0,3.0,2.5,"Lunch, Dinner"
3162,id_42,4.5,4.5,4.5,4.5,
3163,id_190,,,,,
3164,id_55,4.5,5.0,4.5,,
3165,id_1668,4.5,4.5,4.5,,
3166,id_10535,4.5,3.5,4.5,,"Lunch, Dinner"
3167,id_752,4.5,4.5,4.0,4.5,"Lunch, Dinner, Brunch, Breakfast, Late Night, Drinks"
3168,id_1004,3.5,3.5,3.0,3.0,"Lunch, Dinner"
3169,id_2818,,,,,"Lunch, Dinner"
3170,id_2328,1.5,2.5,2.0,,
3171,id_3578,,,,,
3172,id_1609,,,,,
3173,id_654,5.0,5.0,4.5,,"Lunch, Dinner"
3174,id_2191,,,,,
3175,id_312,4.5,4.5,4.5,4.0,
3176,id_4485,3.5,3.5,3.0,,
3177,id_6287,4.0,4.0,3.5,,"Lunch, Dinner"
3178,id_11198,,,,,
3179,id_14332,,,,,Dinner
3180,id_322,,,,,
3181,id_788,4.5,4.5,4.0,4.0,Dinner
3182,id_173,4.0,4.0,4.0,4.5,
3183,id_1192,3.0,3.5,3.5,,"Lunch, Dinner"
3184,id_807,4.5,3.5,4.0,3.0,"Lunch, Dinner, Late Night"
3185,id_1372,,,,,
3186,id_4934,4.0,3.5,4.0,3.0,"Dinner, Lunch"
3187,id_1606,,,,,
3188,id_7239,3.5,3.5,3.5,,"Lunch, Dinner"
3189,id_2292,3.0,3.0,3.0,3.5,Dinner
3190,id_12430,4.5,4.5,4.5,,Dinner
3191,id_3581,4.0,4.0,3.5,3.5,
3192,id_13601,2.5,3.0,2.5,3.0,Lunch
3193,id_13203,,,,,
3194,id_3888,,,,,
3195,id_2621,4.5,4.5,4.5,4.5,"Lunch, Dinner, Late Night"
3196,id_7680,3.5,4.0,3.5,,"Breakfast, Lunch, Dinner"
3197,id_3342,,,,,
3198,id_181,,,,,
3199,id_4226,4.0,4.0,4.0,,
3200,id_3516,,,,,Dinner
3201,id_800,3.5,3.5,3.5,4.0,"Lunch, Dinner"
3202,id_4880,,,,,
3203,id_11392,4.0,4.0,3.5,5.0,Dinner
3204,id_1798,4.0,4.0,4.0,,
3205,id_2788,4.0,4.5,4.0,4.5,
3206,id_3691,,,,,
3207,id_5023,,,,,
3208,id_3500,4.5,4.0,4.0,,"Lunch, Brunch"
3209,id_204,,,,,
3210,id_9040,,,,,
3211,id_2054,4.0,4.0,4.0,,"Breakfast, Lunch, Dinner"
3212,id_6695,,,,,
3213,id_524,4.0,4.0,4.5,3.0,
3214,id_3307,,,,,
3215,id_7019,4.5,4.5,4.0,,
3216,id_1055,4.5,4.5,4.0,,"Lunch, Dinner"
3217,id_259,4.5,4.5,4.5,,
3218,id_501,,,,,
3219,id_2246,,,,,
3220,id_13450,,,,,"Lunch, Dinner"
3221,id_7527,4.5,4.5,4.5,,
3222,id_764,4.5,4.0,4.0,4.0,"Dinner, Lunch, Late Night"
3223,id_1615,4.0,4.0,4.0,4.5,
3224,id_3620,,,,,
3225,id_7821,4.0,3.5,3.5,,"Lunch, Dinner"
3226,id_3147,4.5,4.5,4.0,,"Lunch, Dinner, Drinks"
3227,id_617,4.5,4.5,4.5,4.5,"Dinner, Drinks"
3228,id_23,4.5,5.0,4.5,4.5,
3229,id_11615,4.0,3.5,3.5,,"Lunch, Drinks, Dinner"
3230,id_508,,,,,"Breakfast, Lunch, Dinner"
3231,id_6286,,,,,
3232,id_306,4.5,4.5,4.5,4.5,
3233,id_2565,,,,,
3234,id_16,,,,,
3235,id_928,,,,,
3236,id_15244,,,,,
3237,id_5051,,,,,
3238,id_1532,,,,,Dinner
3239,id_871,,5.0,,,
3240,id_9665,4.0,4.5,4.0,3.5,"Breakfast, Lunch, Dinner, Brunch"
3241,id_1393,4.0,4.0,4.0,,"Dinner, Lunch"
3242,id_521,4.5,4.5,4.5,4.5,Dinner
3243,id_5610,4.5,4.5,4.0,,Breakfast
3244,id_547,,,,,
3245,id_874,4.0,4.0,3.5,4.0,
3246,id_5092,,,,,
3247,id_4388,,,,,
3248,id_1272,4.5,4.0,4.0,4.0,"Lunch, Dinner"
3249,id_2134,3.5,3.5,3.5,3.5,Dinner
3250,id_7563,4.0,4.0,4.0,,"Lunch, Dinner"
3251,id_8897,,,,,"Lunch, Dinner"
3252,id_1095,4.0,3.5,4.0,3.5,"Lunch, Dinner, Late Night"
3253,id_3754,,4.5,4.0,,"Dinner, Drinks"
3254,id_3201,4.0,3.5,4.0,4.5,"Dinner, Lunch"
3255,id_5734,,,,,
3256,id_1523,3.5,4.0,4.0,3.0,"Lunch, Dinner"
3257,id_792,,,,,
3258,id_133,5.0,5.0,5.0,4.5,"Lunch, Dinner"
3259,id_12503,,,,,
3260,id_1167,5.0,4.5,5.0,,"Lunch, Dinner"
3261,id_3942,4.5,4.5,4.0,4.0,"Lunch, Dinner"
3262,id_3521,4.0,3.5,3.0,4.0,
3263,id_5911,,,,,
3264,id_304,4.0,4.5,4.0,4.5,
3265,id_3276,4.0,4.5,4.0,4.0,"Lunch, Dinner, Late Night, Drinks"
3266,id_9978,,,,,
3267,id_3239,,,,,
3268,id_1303,,,,,
3269,id_6286,,,,,
3270,id_11129,4.0,4.5,3.5,4.5,"Dinner, Late Night"
3271,id_3413,,,,,
3272,id_413,4.5,4.5,4.5,4.5,
3273,id_358,4.0,4.5,4.0,4.0,"Lunch, Dinner"
3274,id_4302,,,,,
3275,id_7267,,,,,
3276,id_1071,,,,,
3277,id_1363,4.5,4.5,4.5,,
3278,id_4311,3.5,3.5,3.0,3.5,
3279,id_141,,,,,
3280,id_13998,3.5,3.0,3.0,,
3281,id_2979,5.0,4.5,4.5,,Dinner
3282,id_4589,,,,,
3283,id_4700,,,,,
3284,id_3309,4.0,3.5,3.5,,
3285,id_4667,,,,,
3286,id_958,4.0,4.5,4.0,4.0,"Lunch, Late Night"
3287,id_2410,,,,,
3288,id_1061,4.5,4.5,4.0,,
3289,id_1376,3.5,4.0,3.5,,
3290,id_10117,,,,,
3291,id_2638,4.0,3.5,3.5,,
3292,id_2676,4.0,3.5,4.0,3.0,"Lunch, Dinner"
3293,id_9016,,,,,
3294,id_3777,3.5,3.5,4.0,3.5,"Lunch, Dinner, Late Night"
3295,id_1080,,,,,
3296,id_11531,,,,,
3297,id_920,3.0,3.5,3.0,3.5,"Lunch, Dinner, Brunch"
3298,id_2327,,,,,
3299,id_1127,,,,,
3300,id_937,4.5,4.0,4.5,3.0,
3301,id_3952,,,,,
3302,id_1208,,,,,
3303,id_15505,,,,,
3304,id_2267,,,,,"Lunch, Dinner"
3305,id_1748,,,,,
3306,id_504,4.5,4.5,4.5,,"Breakfast, Lunch, Dinner, Brunch"
3307,id_7186,4.0,4.0,3.5,4.0,"Lunch, Dinner"
3308,id_8380,,,,,
3309,id_4336,,,,,
3310,id_1578,4.5,4.0,4.0,2.5,Dinner
3311,id_8706,4.0,4.0,4.0,4.5,"Breakfast, Lunch, Brunch"
3312,id_2651,3.5,3.0,3.5,3.5,"Lunch, Dinner"
3313,id_10571,4.0,4.0,3.5,4.0,"Dinner, Lunch"
3314,id_969,4.0,4.5,4.0,,
3315,id_426,4.5,4.5,4.0,4.5,
3316,id_328,4.0,4.0,4.0,4.0,"Lunch, Dinner, Late Night"
3317,id_404,4.5,4.5,4.0,4.0,"Lunch, Dinner"
3318,id_317,4.0,4.0,4.0,4.0,"Lunch, Dinner, Drinks"
3319,id_362,4.5,4.5,4.5,4.0,"Lunch, Dinner, Late Night"
3320,id_873,,,,,
3321,id_14655,,,,,
3322,id_421,4.0,4.0,4.0,4.0,
3323,id_13111,,,,,
3324,id_5427,4.5,5.0,4.5,,"Lunch, Dinner"
3325,id_14405,3.0,3.0,3.0,,"Breakfast, Lunch, Dinner, Brunch"
3326,id_15809,,,,,
3327,id_14855,,,,,
3328,id_2503,4.0,4.0,3.5,3.5,"Lunch, Dinner"
3329,id_1390,,,,,
3330,id_890,4.0,4.0,4.0,3.5,
3331,id_15447,,,,,
3332,id_418,4.5,4.0,3.5,,
3333,id_2804,,,,,"Breakfast, Lunch, Dinner"
3334,id_303,4.0,4.5,4.0,3.0,"Lunch, Dinner"
3335,id_382,,,,,
3336,id_99,4.5,4.0,4.0,4.0,
3337,id_485,4.0,4.0,4.5,3.5,"Lunch, Dinner"
3338,id_779,,,,,
3339,id_2549,4.0,4.5,4.0,4.0,"Drinks, Breakfast, Lunch, Dinner, Brunch, Late Night"
3340,id_145,,,,,
3341,id_13473,,,,,"Breakfast, Lunch, Dinner"
3342,id_1126,4.0,4.0,3.5,4.0,
3343,id_4251,,,,,
3344,id_1000,,,,,
3345,id_103,4.0,4.0,3.5,4.0,
3346,id_35,,,,,
3347,id_65,4.5,4.5,4.0,4.0,
3348,id_8876,4.0,4.0,4.0,4.5,"Lunch, Dinner"
3349,id_2258,,,,,
3350,id_97,4.5,4.5,4.0,,
3351,id_1113,,,,,
3352,id_164,4.5,4.5,4.5,4.5,
3353,id_829,4.5,4.5,4.5,4.5,"Dinner, Lunch, Late Night"
3354,id_2879,,,,,
3355,id_1621,,,,,
3356,id_2022,,,,,
3357,id_5297,,,,,
3358,id_1858,4.5,4.5,4.0,,
3359,id_11809,,,,,
3360,id_323,,,,,"Drinks, Lunch"
3361,id_9052,4.5,4.5,4.5,,
3362,id_210,4.5,4.5,4.0,,
3363,id_768,4.5,4.5,4.0,4.0,
3364,id_2789,,,,,
3365,id_2856,4.0,4.0,4.0,4.0,
3366,id_475,4.5,4.5,4.0,,
3367,id_1517,,,,,
3368,id_14391,3.0,3.5,3.0,,"Breakfast, Lunch, Dinner"
3369,id_242,4.0,4.5,4.0,5.0,
3370,id_586,,,,,
3371,id_1077,,,,,
3372,id_2952,,,,,"Breakfast, Lunch, Dinner"
3373,id_375,4.5,4.5,4.5,4.5,"Lunch, Dinner, Brunch, Late Night"
3374,id_6932,5.0,5.0,5.0,,"Breakfast, Lunch, Brunch, Drinks"
3375,id_3832,4.0,3.5,3.5,,
3376,id_1532,,,,,
3377,id_1318,4.0,3.5,3.5,3.0,"Breakfast, Lunch, Brunch, Drinks"
3378,id_650,,,,,
3379,id_155,4.0,4.0,3.5,4.0,"Breakfast, Lunch, Brunch"
3380,id_13209,3.0,2.5,3.0,,"Lunch, Dinner, Breakfast"
3381,id_1882,,,,,"Lunch, Dinner"
3382,id_3533,4.0,4.5,4.0,,"Lunch, Dinner, Drinks"
3383,id_2600,3.5,4.0,3.5,4.5,"Lunch, Dinner, Late Night, Drinks"
3384,id_7738,3.5,3.5,4.0,,"Lunch, Dinner"
3385,id_761,,,,,
3386,id_1248,4.0,4.0,4.0,3.5,"Lunch, Dinner"
3387,id_6208,2.0,2.0,1.5,,
3388,id_2289,3.5,3.5,3.0,,"Lunch, Dinner"
3389,id_1597,2.5,3.0,3.0,,Brunch
3390,id_2755,4.0,4.0,3.5,3.5,"Lunch, Dinner"
3391,id_6281,4.0,4.0,4.5,3.5,"Breakfast, Lunch, Dinner, Late Night"
3392,id_2077,,,,,
3393,id_6492,,,,,"Breakfast, Lunch, Dinner"
3394,id_3927,4.5,4.5,4.5,,"Lunch, Dinner"
3395,id_7281,,,,,
3396,id_657,4.5,4.0,4.5,4.0,"Lunch, Dinner, Late Night"
3397,id_6198,2.0,2.0,1.5,,
3398,id_5162,,,,,"Breakfast, Brunch"
3399,id_1141,,,,,
3400,id_1179,4.0,4.0,4.5,4.0,
3401,id_5482,,,,,Lunch
3402,id_5512,4.0,3.5,3.5,4.0,"Lunch, Dinner, Late Night"
3403,id_9093,,,,,"Lunch, Dinner"
3404,id_511,4.0,4.0,4.5,4.0,"Lunch, Dinner, Brunch"
3405,id_727,,,,,
3406,id_71,4.5,4.5,4.5,4.0,
3407,id_1791,4.5,4.5,4.0,,"Dinner, Lunch"
3408,id_135,4.5,4.5,4.5,4.5,
3409,id_512,,,,,"Dinner, Lunch"
3410,id_2818,3.5,4.0,3.5,,"Dinner, Lunch"
3411,id_993,4.0,4.5,4.0,,"Lunch, Dinner, Late Night, Drinks"
3412,id_3355,,,,,Dinner
3413,id_316,4.0,3.5,4.0,3.5,"Lunch, Dinner"
3414,id_5401,4.0,4.5,4.0,,"Brunch, Breakfast, Lunch, Dinner"
3415,id_929,4.0,4.0,4.0,3.5,"Dinner, Breakfast, Lunch, Drinks"
3416,id_1157,4.5,4.0,4.0,3.5,"Lunch, Dinner"
3417,id_784,4.0,4.0,3.5,3.5,"Dinner, Late Night"
3418,id_3589,4.0,4.5,4.0,4.0,"Breakfast, Dinner, Lunch, Late Night, Drinks"
3419,id_1648,,,,,
3420,id_7006,,,,,
3421,id_11284,,,,,
3422,id_7605,,,,,
3423,id_454,4.0,4.0,4.0,4.0,"Lunch, Dinner"
3424,id_4601,,,,,
3425,id_1302,,,,,
3426,id_1466,,,,,
3427,id_612,4.5,4.5,4.5,,"Breakfast, Lunch, Dinner, Brunch"
3428,id_3769,4.5,5.0,4.0,,"Dinner, Lunch"
3429,id_7134,,,,,
3430,id_13599,,,,,
3431,id_11846,,4.0,3.5,4.5,Drinks
